rid,id,text,term,from,to,category,polarity
512294,512294:0,"Great food, great prices, great service.",NULL,0,0,RESTAURANT#PRICES,positive
512294,512294:0,"Great food, great prices, great service.",service,32,39,SERVICE#GENERAL,positive
512294,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",eats,45,49,FOOD#QUALITY,positive
512294,512294:1,"If you are looking for a good quality, cheap eats - this is the place.",eats,45,49,FOOD#PRICES,positive
512925,512925:0,it's a perfect place to have a amanzing indian food.,indian food,40,51,FOOD#QUALITY,positive
512925,512925:1,I really loved the different and inovated touch that's the cheff gives to the food.,cheff,59,64,FOOD#STYLE_OPTIONS,positive
512925,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",place,66,71,AMBIENCE#GENERAL,positive
512925,512925:2,"also it's great to have dinner in a very romantic and confortable place, the service it's just perfect...they're so frendly that we never want to live the place!",service,77,84,SERVICE#GENERAL,positive
513395,513395:1,"Their bagels are fine, but they are a little overcooked, and not really a 'special' bagel experience.",bagels,6,12,FOOD#QUALITY,negative
513521,513521:0,Great bagels made the old-fashioned way.,bagels,6,12,FOOD#QUALITY,positive
513521,513521:0,Great bagels made the old-fashioned way.,bagels,6,12,FOOD#STYLE_OPTIONS,positive
513521,513521:2,Drawbacks: service is slow and they don't toast!,service,11,18,SERVICE#GENERAL,negative
519425,519425:0,The food was absolutely amazing!!,food,4,8,FOOD#QUALITY,positive
519425,519425:1,The baked clams octopus we shared as appetizers were the best we've ever had!! ,baked clams octopus,4,23,FOOD#QUALITY,positive
519425,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",lamb,4,8,FOOD#QUALITY,positive
519425,519425:2,"The lamb was tender so full of flavor, the dessert was divine!!",dessert,43,50,FOOD#QUALITY,positive
519425,519425:3,The waiter was attentive.,waiter,4,10,SERVICE#GENERAL,positive
519425,519425:4,The place itself is beautiful the bar scene seems to be happening.,place,4,9,AMBIENCE#GENERAL,positive
519425,519425:4,The place itself is beautiful the bar scene seems to be happening.,bar scene,34,43,AMBIENCE#GENERAL,positive
521916,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",Appetizers,34,44,FOOD#QUALITY,neutral
521916,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",waiter,54,60,SERVICE#GENERAL,negative
521916,521916:0,"Downtown Dinner 2002 - Prixe fix: Appetizers were ok, waiter gave me poor suggestion..try the potato stuff kanish best one.",potato stuff kanish,94,113,FOOD#QUALITY,positive
521916,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",salmon,38,44,FOOD#QUALITY,negative
521916,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",chicken,78,85,FOOD#QUALITY,positive
521916,521916:1,"Small servings for main entree, i had salmon (wasnt impressed) girlfriend had chicken, it was good.",servings for main entree,6,30,FOOD#STYLE_OPTIONS,negative
521916,521916:2,Dessert is a joke...dont bother,Dessert,0,7,FOOD#QUALITY,negative
527109,527109:0,"Volare virgins or weekly regulars, everyone gets treated the same and you can't ask for more than that when the service is this friendly.",service,112,119,SERVICE#GENERAL,positive
527109,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",feel,28,32,AMBIENCE#GENERAL,positive
527109,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",portions,63,71,FOOD#STYLE_OPTIONS,positive
527109,527109:1,"The restaurant has a Family feel, not least with regard to the portions which are enormous; the veal alone could have single-handedly solved third world famine.",veal,96,100,FOOD#STYLE_OPTIONS,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",anti-pasta,4,14,FOOD#QUALITY,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",calamari,45,53,FOOD#QUALITY,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,75,86,FOOD#QUALITY,positive
527109,527109:2,"The anti-pasta was excellent, especially the calamari, as were the filling pasta mains.",pasta mains,75,86,FOOD#STYLE_OPTIONS,positive
527109,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,wine list,4,13,DRINKS#STYLE_OPTIONS,positive
527109,527109:3,The wine list is extensive and can easily hike up an otherwise reasonably priced meal.,meal,81,85,FOOD#PRICES,positive
527109,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",NULL,0,0,RESTAURANT#PRICES,neutral
527109,527109:4,"Still, any quibbles about the bill were off-set by the pour-your-own measures of liquers which were courtesey of the house...",measures of liquers,69,88,DRINKS#STYLE_OPTIONS,positive
528251,528251:0,Fantastic place.,place,10,15,RESTAURANT#GENERAL,positive
528251,528251:1,Cute and decorative.,NULL,0,0,AMBIENCE#GENERAL,positive
528251,528251:2,A pleasant surprise.,NULL,0,0,RESTAURANT#GENERAL,positive
528251,528251:3,Go there to relax and feel like your somewhere else.,NULL,0,0,AMBIENCE#GENERAL,positive
530517,530517:0,Lucky Strike is a great casual place to just grab a bite to eat.,Lucky Strike,0,12,RESTAURANT#GENERAL,positive
530517,530517:2,"Great food, great decor, great service.",food,6,10,FOOD#QUALITY,positive
530517,530517:2,"Great food, great decor, great service.",decor,18,23,AMBIENCE#GENERAL,positive
530517,530517:2,"Great food, great decor, great service.",service,31,38,SERVICE#GENERAL,positive
530517,530517:3,I recommend it!,NULL,0,0,RESTAURANT#GENERAL,positive
535086,535086:0,"This is the perfect spot for meeting friends, having lunch, dinner, pre-theatre or after-theatre drinks!",spot,20,24,RESTAURANT#MISCELLANEOUS,positive
535086,535086:1,(Always ask the bartender for the SEASONAL beer!!!,SEASONAL beer,34,47,DRINKS#QUALITY,positive
535086,535086:2,Guaranteed to be a tasty experience!),NULL,0,0,DRINKS#QUALITY,positive
535086,535086:3,Excellent spot for holiday get togethers with co-workers or friends that you haven't seen in a while.,spot,10,14,RESTAURANT#MISCELLANEOUS,positive
535086,535086:4,I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED!,Heartland Brewery,42,59,RESTAURANT#GENERAL,positive
535086,535086:5,All the people that I bring there go back on their own and bring THEIR friends!,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
535086,535086:6,Go there once and oh yes...you will go back...you will...,NULL,0,0,RESTAURANT#GENERAL,positive
535171,535171:0,What a great place!,place,13,18,RESTAURANT#GENERAL,positive
535171,535171:1,Not the typical NYC gimmick theme restaurant.,restaurant,34,44,AMBIENCE#GENERAL,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",bar,7,10,AMBIENCE#GENERAL,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",food,22,26,FOOD#QUALITY,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",beer,50,54,DRINKS#QUALITY,positive
535171,535171:2,"A cool bar with great food, and tons of excellent beer.",beer,50,54,DRINKS#STYLE_OPTIONS,positive
535171,535171:3,And even with it's Pub atmosphere they were great to my kids too!,NULL,0,0,SERVICE#GENERAL,positive
535171,535171:4,Loved it!,NULL,0,0,RESTAURANT#GENERAL,positive
535248,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,shrimp scampi,4,17,FOOD#QUALITY,positive
535248,535248:1,The shrimp scampi was excellent and the antipasti were plentiful.,antipasti,40,49,FOOD#STYLE_OPTIONS,positive
535248,535248:2,It is expensive but well worth the money.,NULL,0,0,RESTAURANT#PRICES,negative
535248,535248:2,It is expensive but well worth the money.,NULL,0,0,RESTAURANT#GENERAL,positive
535248,535248:3,"If you venture off the island of Manhattan and can't seem to find a great Italian restaurant, drive to Corona.",Corona,103,109,RESTAURANT#GENERAL,positive
536919,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,food,39,43,FOOD#QUALITY,positive
536919,536919:0,The only thing more wonderful than the food (which is exceptional) is the service.,service,74,81,SERVICE#GENERAL,positive
536919,536919:1,The only thing the waiters don't do for you is wipe your chin when you leave.,waiters,19,26,SERVICE#GENERAL,positive
536919,536919:2,Wonderful at holiday time.,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
541532,541532:0,Cozy romantic atomosphere with only around 15 tables at most.,atomosphere,14,25,AMBIENCE#GENERAL,positive
541532,541532:1,Service was very prompt but slightly rushed.,Service,0,7,SERVICE#GENERAL,positive
541532,541532:1,Service was very prompt but slightly rushed.,Service,0,7,SERVICE#GENERAL,negative
541532,541532:2,"Food was very good, but not what I would consider out of this world.",Food,0,4,FOOD#QUALITY,neutral
541532,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,NULL,0,0,AMBIENCE#GENERAL,positive
541532,541532:3,Go here for a romantic dinner but not for an all out wow dining experience.,NULL,0,0,RESTAURANT#MISCELLANEOUS,negative
553097,553097:0,My friend from Milan and myself were pleasantly surprised when we arrived and everyone spoke italian.,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
553097,553097:1,Too bad the food wasn't of the same heritage.,food,12,16,FOOD#QUALITY,negative
553097,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",porcini mushroom pasta special,4,34,FOOD#QUALITY,negative
553097,553097:2,"The porcini mushroom pasta special was tasteless, so was the seafood tagliatelle.",seafood tagliatelle,61,80,FOOD#QUALITY,negative
553097,553097:3,A real dissapointment.,NULL,0,0,FOOD#QUALITY,negative
553097,553097:4,But that wasn't the icing on the cake: a tiramisu that resembled nothing I have ever had.,tiramisu,41,49,FOOD#QUALITY,negative
553097,553097:5,They should have called it mascarpone with chocolate chips-good but a far cry from what the name implies.,NULL,0,0,FOOD#QUALITY,negative
553097,553097:6,Priced at upper intermediate range.,NULL,0,0,RESTAURANT#PRICES,negative
555734,555734:0,I really liked this place.,place,20,25,RESTAURANT#GENERAL,positive
555734,555734:1,"Everything I had was good, and I'm a eater.",NULL,0,0,FOOD#QUALITY,positive
555734,555734:2,It was pretty inexpensive too.,NULL,0,0,RESTAURANT#PRICES,positive
558423,558423:0,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,38,46,FOOD#QUALITY,positive
558423,558423:0,This place has the best Chinese style BBQ ribs in the city.,BBQ ribs,38,46,FOOD#STYLE_OPTIONS,positive
558423,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,rice dishes,21,32,FOOD#QUALITY,positive
558423,558423:1,I also recommend the rice dishes or the different varieties of congee (rice porridge).,congee (rice porridge),63,85,FOOD#QUALITY,positive
558423,558423:2,It's great to go for a quick lunch either alone or with a friend.,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
558423,558423:3,It's definately not a place to go if you want to impress someone.,place,22,27,RESTAURANT#MISCELLANEOUS,negative
558423,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,27,31,FOOD#QUALITY,positive
558423,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",decor,68,73,AMBIENCE#GENERAL,neutral
558423,558423:4,"However, if you want great food at a great price and don't mind the decor, you can't beat this place.",food,27,31,FOOD#PRICES,positive
558423,558423:5,Quick and friendly service.,service,19,26,SERVICE#GENERAL,positive
558423,558423:6,This is one of the best comfort food places in the city.,NULL,0,0,RESTAURANT#GENERAL,positive
558423,558423:7,It's somewhere you can eat and be happy.,NULL,0,0,RESTAURANT#GENERAL,positive
561054,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",main dining room,29,45,AMBIENCE#GENERAL,positive
561054,561054:1,"When you're sitting in their main dining room (which has a spectacular, hand-painted high ceiling) you'd never know there was a world outside.",ceiling,90,97,AMBIENCE#GENERAL,positive
561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,4,8,FOOD#QUALITY,positive
561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",food,4,8,FOOD#STYLE_OPTIONS,positive
561054,561054:2,"The food is wonderful, tasty and filling, and the service is professional and friendly.",service,50,57,SERVICE#GENERAL,positive
561054,561054:3,"I can't wait for summer, when they serve outside on their gigantic patio.",patio,67,72,AMBIENCE#GENERAL,positive
565344,565344:0,I recently tried Suan and I thought that it was great.,Suan,17,21,RESTAURANT#GENERAL,positive
565344,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,80,84,FOOD#STYLE_OPTIONS,positive
565344,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,place,12,17,RESTAURANT#GENERAL,positive
565344,565344:1,This little place definitely exceeded my expectations and you sure get a lot of food for your money.,food,80,84,FOOD#PRICES,positive
565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,service,4,11,SERVICE#GENERAL,positive
565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,food,42,46,FOOD#QUALITY,positive
565344,565344:2,The service was fast and friendly and the food was very tasty and they had the best hot sauce to add to your meals.,hot sauce,84,93,FOOD#QUALITY,positive
565344,565344:3,I have to say that I am pleasantly suprised and I will most likely stop in again if I am in the neighborhood.,NULL,0,0,RESTAURANT#GENERAL,positive
571962,571962:0,They all know you.,NULL,0,0,SERVICE#GENERAL,positive
571962,571962:1,Good food.,food,5,9,FOOD#QUALITY,positive
571962,571962:2,Good drink.,drink,5,10,DRINKS#QUALITY,positive
571962,571962:3,How do you rate home?,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
578016,578016:0,I have never had cheescake like this.,cheescake,17,26,FOOD#QUALITY,positive
578016,578016:1,I thought I had died and gone to heaven.,NULL,0,0,FOOD#QUALITY,positive
584025,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,6,10,RESTAURANT#GENERAL,positive
584025,584025:0,"Great spot, whether looking for a couple of drinks or quiet dinner.",spot,6,10,RESTAURANT#MISCELLANEOUS,positive
584025,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,NULL,0,0,AMBIENCE#GENERAL,positive
584025,584025:1,Warm and friendly in the winter and terrific outdoor seating in the warmer months.,outdoor seating,45,60,AMBIENCE#GENERAL,positive
584025,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,food,4,8,FOOD#QUALITY,positive
584025,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,39,56,DRINKS#STYLE_OPTIONS,positive
584025,584025:2,The food is great and they have a good selecion of wines at reasonable prices.,selecion of wines,39,56,DRINKS#PRICES,positive
584025,584025:3,Have been several times and it never dissapoints.,NULL,0,0,RESTAURANT#GENERAL,positive
608500,608500:1,We were less than impressed.,NULL,0,0,RESTAURANT#GENERAL,negative
608500,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",ambiance,10,18,AMBIENCE#GENERAL,positive
608500,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",atmosphere,23,33,AMBIENCE#GENERAL,positive
608500,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",food,50,54,FOOD#QUALITY,negative
608500,608500:2,"While the ambiance and atmosphere were great, the food and service could have been a lot better.",service,59,66,SERVICE#GENERAL,negative
608500,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,15,32,FOOD#QUALITY,negative
608500,608500:3,"We ordered the chicken casserole, but what we got were a few small pieces of chicken, all dark meat and on the bone.",chicken casserole,15,32,FOOD#STYLE_OPTIONS,negative
608500,608500:4,Probably would not go again...,NULL,0,0,RESTAURANT#GENERAL,negative
610611,610611:0,"i've been to sapphire twice and both times the food was fine, if not good.",food,47,51,FOOD#QUALITY,positive
610611,610611:1,"stick with the chicken, beef, and lamb dishes.",chicken,15,22,FOOD#QUALITY,positive
610611,610611:1,"stick with the chicken, beef, and lamb dishes.",beef,24,28,FOOD#QUALITY,positive
610611,610611:1,"stick with the chicken, beef, and lamb dishes.",lamb dishes,34,45,FOOD#QUALITY,positive
610611,610611:4,"service is friendly, and never had a problem walking in and getting a table.",service,0,7,SERVICE#GENERAL,positive
610611,610611:4,"service is friendly, and never had a problem walking in and getting a table.",NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
610611,610611:6,skip dessert.,dessert,5,12,FOOD#QUALITY,negative
611117,611117:0,Best Reuben sandwich ever!,Reuben sandwich,5,20,FOOD#QUALITY,positive
611117,611117:1,A classic!,NULL,0,0,FOOD#QUALITY,positive
611117,611117:2,Don't miss Bloom's on your next trip to Manhatten.,Bloom's,11,18,RESTAURANT#GENERAL,positive
611117,611117:3,"It was the first place we ate on our first trip to New York, and it will be the last place we stop as we head out of town on our next trip to New York.",place,85,90,RESTAURANT#MISCELLANEOUS,positive
611117,611117:4,Thanks Bloom's for a lovely trip.,Bloom's,7,14,RESTAURANT#GENERAL,positive
615180,615180:1,"The food was not fresh, the sauces were bland and very oily.",food,4,8,FOOD#QUALITY,negative
615180,615180:1,"The food was not fresh, the sauces were bland and very oily.",sauces,28,34,FOOD#QUALITY,negative
615180,615180:2,It just wasn't Thai.,NULL,0,0,FOOD#QUALITY,negative
620892,620892:1,Was surprisingly disappointed.,NULL,0,0,FOOD#QUALITY,negative
620892,620892:2,Pizza was a little soggy.,Pizza,0,5,FOOD#QUALITY,negative
620892,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,Ravioli,0,7,FOOD#QUALITY,positive
620892,620892:3,Ravioli was good...but I have to say that I found everything a bit overpriced.,NULL,0,0,FOOD#PRICES,negative
620892,620892:4,Not enough wines by the glass either.,wines by the glass,11,29,DRINKS#STYLE_OPTIONS,negative
620892,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",Service,0,7,SERVICE#GENERAL,positive
620892,620892:5,"Service, however, was excellent...and I liked the setting/atmosphere a lot. ",setting/atmosphere,50,68,AMBIENCE#GENERAL,positive
620892,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,0,4,FOOD#QUALITY,neutral
620892,620892:6,"Food was just average...if they lowered the prices just a bit, it would be a bigger draw.",Food,0,4,FOOD#PRICES,negative
624715,624715:0,This place is a great bargain.,place,5,10,RESTAURANT#PRICES,positive
624715,624715:1,Authentic Pakistani food.,Pakistani food,10,24,FOOD#QUALITY,positive
624715,624715:2,People are always friendly.,People,0,6,SERVICE#GENERAL,positive
624715,624715:3,Don't waste money on decor.,decor,21,26,AMBIENCE#GENERAL,neutral
624715,624715:4,"Just straight up cheap, good food.",food,29,33,FOOD#QUALITY,positive
624715,624715:4,"Just straight up cheap, good food.",food,29,33,FOOD#PRICES,positive
626269,626269:0,Faan is sooo good.,Faan,0,4,RESTAURANT#GENERAL,positive
626269,626269:1,The best pad thai i've ever had.,pad thai,9,17,FOOD#QUALITY,positive
626269,626269:2,The design and atmosphere is just as good.,design,4,10,AMBIENCE#GENERAL,positive
626269,626269:2,The design and atmosphere is just as good.,atmosphere,15,25,AMBIENCE#GENERAL,positive
626269,626269:3,bottles of wine are cheap and good.,bottles of wine,0,15,DRINKS#PRICES,positive
626269,626269:3,bottles of wine are cheap and good.,bottles of wine,0,15,DRINKS#QUALITY,positive
626269,626269:4,What more could you want?,NULL,0,0,RESTAURANT#GENERAL,positive
630914,630914:0,The food was actually aweful.,food,4,8,FOOD#QUALITY,negative
630914,630914:1,I'm not picky - but it was actually gross.,NULL,0,0,FOOD#QUALITY,negative
630914,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",mussles,4,11,FOOD#QUALITY,negative
630914,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",seabass,59,66,FOOD#QUALITY,negative
630914,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",goat cheese salad,82,99,FOOD#QUALITY,negative
630914,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",penne w/ chicken,133,149,FOOD#QUALITY,negative
630914,630914:2,"The mussles were the fishiest things I've ever tasted, the seabass was bland, the goat cheese salad was missing the goat cheese, the penne w/ chicken had bones in it... It was disgusting.",NULL,0,0,FOOD#QUALITY,negative
630914,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",atmosphere,5,15,AMBIENCE#GENERAL,positive
630914,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",service,21,28,SERVICE#GENERAL,positive
630914,630914:3,"Nice atmosphere, the service was very pleasant and the desert was good.",desert,55,61,FOOD#QUALITY,positive
630914,630914:4,Wouldn't recomend it for dinner!,NULL,0,0,RESTAURANT#GENERAL,negative
632121,632121:0,This is the perfect date spot for Williamsburg couples.,NULL,0,0,RESTAURANT#MISCELLANEOUS,positive
632121,632121:1,The jukebox plays everything from Italian Opera to The Strokes.,jukebox,4,11,AMBIENCE#GENERAL,positive
632121,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",food,4,8,FOOD#QUALITY,positive
632121,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",pastas,26,32,FOOD#STYLE_OPTIONS,positive
632121,632121:2,"The food is amazing, rich pastas and fresh doughy pizza.",pizza,50,55,FOOD#QUALITY,positive
632121,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",vibe,24,28,AMBIENCE#GENERAL,positive
632121,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",owner,34,39,SERVICE#GENERAL,positive
632121,632121:3,"Best of all is the warm vibe, the owner is super friendly and service is fast.",service,62,69,SERVICE#GENERAL,positive
632121,632121:4,"If only they delivered, they'd make a mint!",NULL,0,0,RESTAURANT#MISCELLANEOUS,neutral
657129,657129:0,go here for the drinks!,drinks,16,22,DRINKS#QUALITY,positive
657129,657129:3,the drinks are amazing and half off till 8pm.,drinks,4,10,DRINKS#QUALITY,positive
657129,657129:3,the drinks are amazing and half off till 8pm.,drinks,4,10,DRINKS#PRICES,positive
657129,657129:4,"Ask for Usha, the nicest bartender in manhattan.",Usha,8,12,SERVICE#GENERAL,positive
657129,657129:5,My fav was the sassy lassi...,sassy lassi,15,26,DRINKS#QUALITY,positive
680345,680345:0,This is an amazing place to try some roti rolls.,roti rolls,37,47,FOOD#QUALITY,positive
680345,680345:1,I really recommend the very simple Unda (Egg) rolls.,Unda (Egg) rolls,35,51,FOOD#QUALITY,positive
680345,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",spices,9,15,FOOD#QUALITY,positive
680345,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",onions,17,23,FOOD#QUALITY,positive
680345,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",eggs,25,29,FOOD#QUALITY,positive
680345,680345:2,"Delicate spices, onions, eggs and a kick-ass roti.",roti,45,49,FOOD#QUALITY,positive
680345,680345:3,Amazing!,NULL,0,0,FOOD#QUALITY,positive
680390,680390:0,"Toons has recently been redone, so it's now a very attractive space.",Toons,0,5,AMBIENCE#GENERAL,positive
680390,680390:1,The food's as good as ever.,food,4,8,FOOD#QUALITY,positive
680390,680390:2,"In an area sadly lacking in decent Thai food, this is one of the best spots.",Thai food,35,44,FOOD#QUALITY,positive
682250,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",decor,28,33,AMBIENCE#GENERAL,positive
682250,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",service,40,47,SERVICE#GENERAL,positive
682250,682250:0,"Went here last night - nice decor, good service, but the food was surprisingly excellent.",food,57,61,FOOD#QUALITY,positive
682250,682250:1,"The portions are HUGE, so it might be good to order three things to split (rather than one appetizer and entree per person) for two people.",portions,4,12,FOOD#STYLE_OPTIONS,positive
682250,682250:3,Can't wait to go back.,NULL,0,0,RESTAURANT#GENERAL,positive
682391,682391:0,Best drumsticks over rice and sour spicy soup in town!,drumsticks over rice,5,25,FOOD#QUALITY,positive
682391,682391:0,Best drumsticks over rice and sour spicy soup in town!,sour spicy soup,30,45,FOOD#QUALITY,positive
682391,682391:1,Beef noodle soup is good as well.,Beef noodle soup,0,16,FOOD#QUALITY,positive
682391,682391:2,The service is good and the resturant is clean.,service,4,11,SERVICE#GENERAL,positive
682391,682391:2,The service is good and the resturant is clean.,resturant,28,37,AMBIENCE#GENERAL,positive
682391,682391:3,Best Taiwanese food in NY!,Taiwanese food,5,19,FOOD#QUALITY,positive
707917,707917:0,I have been to Rao's probably 15 times the past 3 years and it keeps getting better.,Rao's,15,20,RESTAURANT#GENERAL,positive
707917,707917:1,"For those that go once and don't enjoy it, all I can say is that they just don't get it.",NULL,0,0,RESTAURANT#GENERAL,positive
707917,707917:2,Rao's has the best service and atmosphere in NYC.,service,19,26,SERVICE#GENERAL,positive
707917,707917:2,Rao's has the best service and atmosphere in NYC.,atmosphere,31,41,AMBIENCE#GENERAL,positive
707917,707917:3,Good luck getting a table.,NULL,0,0,RESTAURANT#MISCELLANEOUS,neutral
709294,709294:0,My roommate and I LOVE this place.,place,28,33,RESTAURANT#GENERAL,positive
709294,709294:1,"We recently decided to try this location, and to our delight, they have outdoor seating, perfect since I had my yorkie with me.",outdoor seating,72,87,AMBIENCE#GENERAL,positive
709294,709294:2,Indoor was very cozy and cute.,Indoor,0,6,AMBIENCE#GENERAL,positive
709294,709294:3,"The portion sizes here are huge, and the sushi is good.",portion,4,11,FOOD#STYLE_OPTIONS,positive
709294,709294:3,"The portion sizes here are huge, and the sushi is good.",sushi,41,46,FOOD#QUALITY,positive
709294,709294:5,Staff is very accomodating.,Staff,0,5,SERVICE#GENERAL,positive
713152,713152:0,"Excellent dumplings served amid clean, chic decor.",dumplings,10,19,FOOD#QUALITY,positive
713152,713152:0,"Excellent dumplings served amid clean, chic decor.",decor,44,49,AMBIENCE#GENERAL,positive
713152,713152:1,"I got the $10 10-piece dim sum combo, every bite of which was great.",$10 10-piece dim sum combo,10,36,FOOD#QUALITY,positive
713152,713152:2,But $1 for each small piece???,NULL,0,0,FOOD#PRICES,negative
713152,713152:3,Not worth it.,NULL,0,0,FOOD#PRICES,negative
713152,713152:4,I won't go back unless someone else is footing the bill.,NULL,0,0,RESTAURANT#GENERAL,negative
713152,713152:4,I won't go back unless someone else is footing the bill.,NULL,0,0,RESTAURANT#PRICES,negative
717570,717570:1,The decor is very simple but comfortable.,decor,4,9,AMBIENCE#GENERAL,positive
717570,717570:2,The food was delicious but do not come here on a empty stomach.,food,4,8,FOOD#QUALITY,positive
717570,717570:2,The food was delicious but do not come here on a empty stomach.,food,4,8,FOOD#STYLE_OPTIONS,negative
717570,717570:3,The portions are small but being that the food was so good makes up for that.,portions,4,12,FOOD#STYLE_OPTIONS,negative
717570,717570:3,The portions are small but being that the food was so good makes up for that.,food,42,46,FOOD#QUALITY,positive
717570,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,crabmeat lasagna,18,34,FOOD#QUALITY,positive
717570,717570:4,You must have the crabmeat lasagna which is out of this world and the chocolate bread pudding for dessert.,chocolate bread pudding,70,93,FOOD#QUALITY,positive
717570,717570:5,The staff there is very attentive and down to earth.,staff,4,9,SERVICE#GENERAL,positive
717570,717570:6,I loved it and would go again.,NULL,0,0,RESTAURANT#GENERAL,positive
720418,720418:0,Great Indian food and the service is incredible.,Indian food,6,17,FOOD#QUALITY,positive
720418,720418:0,Great Indian food and the service is incredible.,service,26,33,SERVICE#GENERAL,positive
720418,720418:1,The owner truly caters to all your needs.,owner,4,9,SERVICE#GENERAL,positive
